Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_152037_20241215_20241218_02_T1,LC08_L1TP_152037_20241215_20241218_02_T1,LC81520372024350LGN00,2024/12/15,T1,2, 152, 037, 152, 037,NADIR,  -0.001,2024/12/18,2024/12/18,2024-12-15 05:54:28,2024-12-15 05:55:00,LGN,DAY,  46.94,  46.94,766,5,    6.751,    4.834,    4.712,LPGS_16.4.0,30.30149211,158.32171534,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,33°10'36.70"N,69°48'03.10"E,34°13'40.08"N,68°33'52.60"E,34°12'41"N,71°03'09.47"E,32°07'21.22"N,68°34'29.64"E,32°06'26.68"N,71°00'15.01"E, 33.17686,  69.80086, 34.22780,  68.56461, 34.21139,  71.05263, 32.12256,  68.57490, 32.10741,  71.00417,LC08_L2SP_152037_20241215_20241218_02_T1,LC81520372024350LGN00
LC08_L2SP_152038_20241215_20241218_02_T1,LC08_L1TP_152038_20241215_20241218_02_T1,LC81520382024350LGN00,2024/12/15,T1,2, 152, 038, 152, 038,NADIR,  -0.001,2024/12/18,2024/12/18,2024-12-15 05:54:52,2024-12-15 05:55:24,LGN,DAY,  43.64,  43.64,787,5,    6.454,    4.568,    4.559,LPGS_16.4.0,31.54005042,157.70810427,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,31°44'32.35"N,69°24'39.82"E,32°47'20.87"N,68°11'25.84"E,32°46'51.56"N,70°38'28.28"E,30°40'51.06"N,68°12'31.10"E,30°40'24.06"N,70°36'16.02"E, 31.74232,  69.41106, 32.78913,  68.19051, 32.78099,  70.64119, 30.68085,  68.20864, 30.67335,  70.60445,LC08_L2SP_152038_20241215_20241218_02_T1,LC81520382024350LGN00
LC08_L2SP_152039_20241215_20241218_02_T1,LC08_L1TP_152039_20241215_20241218_02_T1,LC81520392024350LGN00,2024/12/15,T1,2, 152, 039, 152, 039,NADIR,  -0.001,2024/12/18,2024/12/18,2024-12-15 05:55:16,2024-12-15 05:55:48,LGN,DAY,  46.15,  46.15,893,5,    7.246,    5.012,    5.233,LPGS_16.4.0,32.77315954,157.07554185,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,30°18'21.78"N,69°01'47.06"E,31°21'06.77"N,67°49'17.22"E,31°21'04.79"N,70°14'14.68"E,29°14'26.38"N,67°50'47.15"E,29°14'24.54"N,70°12'40.25"E, 30.30605,  69.02974, 31.35188,  67.82145, 31.35133,  70.23741, 29.24066,  67.84643, 29.24015,  70.21118,LC08_L2SP_152039_20241215_20241218_02_T1,LC81520392024350LGN00
LC08_L2SP_152040_20241215_20241218_02_T1,LC08_L1TP_152040_20241215_20241218_02_T1,LC81520402024350LGN00,2024/12/15,T1,2, 152, 040, 152, 040,NADIR,  -0.001,2024/12/18,2024/12/18,2024-12-15 05:55:40,2024-12-15 05:56:12,LGN,DAY,   6.42,   6.42,698,5,    6.883,    4.737,    4.994,LPGS_16.4.0,33.99934578,156.42259002,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,28°52'09.55"N,68°39'24.05"E,29°54'48.82"N,67°27'45.97"E,29°55'11.35"N,69°50'35.84"E,27°47'58.13"N,67°29'36.82"E,27°48'18.79"N,69°49'35"E, 28.86932,  68.65668, 29.91356,  67.46277, 29.91982,  69.84329, 27.79948,  67.49356, 27.80522,  69.82639,LC08_L2SP_152040_20241215_20241218_02_T1,LC81520402024350LGN00
LC08_L2SP_152041_20241215_20241218_02_T1,LC08_L1TP_152041_20241215_20241218_02_T1,LC81520412024350LGN00,2024/12/15,T1,2, 152, 041, 152, 041,NADIR,  -0.001,2024/12/18,2024/12/18,2024-12-15 05:56:04,2024-12-15 05:56:36,LGN,DAY,   0.01,   0.01,431,5,    7.548,    4.858,    5.776,LPGS_16.4.0,35.21867341,155.74664374,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,27°25'53.26"N,68°17'27.56"E,28°28'27.34"N,67°06'25.99"E,28°29'11.98"N,69°27'27.76"E,26°21'26.71"N,67°08'34.73"E,26°22'07.50"N,69°26'56.62"E, 27.43146,  68.29099, 28.47426,  67.10722, 28.48666,  69.45771, 26.35742,  67.14298, 26.36875,  69.44906,LC08_L2SP_152041_20241215_20241218_02_T1,LC81520412024350LGN00
LC08_L2SP_152042_20241215_20241218_02_T1,LC08_L1TP_152042_20241215_20241218_02_T1,LC81520422024350LGN00,2024/12/15,T1,2, 152, 042, 152, 042,NADIR,  -0.001,2024/12/18,2024/12/18,2024-12-15 05:56:28,2024-12-15 05:57:00,LGN,DAY,   0.24,   0.24,824,5,    6.802,    4.819,    4.800,LPGS_16.4.0,36.43058334,155.04538441,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,25°59'32.89"N,67°55'55.31"E,27°02'03.19"N,66°45'36.29"E,27°03'07.27"N,69°04'57.68"E,24°55'02.64"N,66°47'59.46"E,24°56'01.03"N,69°04'52.39"E, 25.99247,  67.93203, 27.03422,  66.76008, 27.05202,  69.08269, 24.91740,  66.79985, 24.93362,  69.08122,LC08_L2SP_152042_20241215_20241218_02_T1,LC81520422024350LGN00
LC08_L2SP_152043_20241215_20241218_02_T1,LC08_L1TP_152043_20241215_20241218_02_T1,LC81520432024350LGN00,2024/12/15,T1,2, 152, 043, 152, 043,NADIR,  -0.001,2024/12/18,2024/12/18,2024-12-15 05:56:52,2024-12-15 05:57:24,LGN,DAY,   2.87,   2.03,596,5,    7.068,    5.152,    4.839,LPGS_16.4.0,37.63385375,154.31665936,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,24°33'11.05"N,67°34'45.55"E,25°35'36.96"N,66°25'13.33"E,25°36'57.92"N,68°42'50.94"E,23°28'27.08"N,66°27'48.10"E,23°29'40.52"N,68°43'08.11"E, 24.55307,  67.57932, 25.59360,  66.42037, 25.61609,  68.71415, 23.47419,  66.46336, 23.49459,  68.71892,LC08_L2SP_152043_20241215_20241218_02_T1,LC81520432024350LGN00
LC09_L2SP_151035_20241216_20241217_02_T1,LC09_L1TP_151035_20241216_20241216_02_T1,LC91510352024351LGN00,2024/12/16,T1,2, 151, 035, 151, 035,NADIR,   0.000,2024/12/17,2024/12/16,2024-12-16 05:47:38,2024-12-16 05:48:10,LGN,DAY,  35.81,  35.81,414,5,    8.624,    6.054,    6.142,LPGS_16.4.0,27.73508265,159.41055134,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,36°02'35.88"N,72°07'53.65"E,37°04'27.26"N,70°45'59.72"E,37°08'21.37"N,73°24'48.92"E,34°55'37.09"N,70°52'48.11"E,34°59'13.52"N,73°27'22.43"E, 36.04330,  72.13157, 37.07424,  70.76659, 37.13927,  73.41359, 34.92697,  70.88003, 34.98709,  73.45623,LC09_L2SP_151035_20241216_20241217_02_T1,LC91510352024351LGN00
LC09_L2SP_151036_20241216_20241217_02_T1,LC09_L1TP_151036_20241216_20241216_02_T1,LC91510362024351LGN00,2024/12/16,T1,2, 151, 036, 151, 036,NADIR,  -0.001,2024/12/17,2024/12/16,2024-12-16 05:48:02,2024-12-16 05:48:34,LGN,DAY,  20.03,  20.03,553,5,    7.218,    5.054,    5.153,LPGS_16.4.0,28.98352843,158.82757790,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,34°36'37.84"N,71°43'17.76"E,35°39'59.44"N,70°30'09.40"E,35°36'33.34"N,73°00'16.85"E,33°35'12.30"N,70°27'56.05"E,33°32'01.54"N,72°54'22.39"E, 34.61051,  71.72160, 35.66651,  70.50261, 35.60926,  73.00468, 33.58675,  70.46557, 33.53376,  72.90622,LC09_L2SP_151036_20241216_20241217_02_T1,LC91510362024351LGN00
LC09_L2SP_151037_20241216_20241217_02_T1,LC09_L1TP_151037_20241216_20241216_02_T1,LC91510372024351LGN00,2024/12/16,T1,2, 151, 037, 151, 037,NADIR,   0.000,2024/12/17,2024/12/16,2024-12-16 05:48:26,2024-12-16 05:48:58,LGN,DAY,   0.34,   0.34,793,5,    7.302,    4.797,    5.506,LPGS_16.4.0,30.22672919,158.23057392,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,33°10'36.37"N,71°19'20.32"E,34°13'53.72"N,70°07'06.13"E,34°11'03.73"N,72°34'53.11"E,32°08'44.27"N,70°05'31.78"E,32°06'07.20"N,72°29'51.72"E, 33.17677,  71.32231, 34.23159,  70.11837, 34.18437,  72.58142, 32.14563,  70.09216, 32.10200,  72.49770,LC09_L2SP_151037_20241216_20241217_02_T1,LC91510372024351LGN00
LC09_L2SP_151038_20241216_20241217_02_T1,LC09_L1TP_151038_20241216_20241216_02_T1,LC91510382024351LGN00,2024/12/16,T1,2, 151, 038, 151, 038,NADIR,   0.000,2024/12/17,2024/12/16,2024-12-16 05:48:50,2024-12-16 05:49:22,LGN,DAY,   0.08,   0.08,580,5,    7.343,    5.007,    5.371,LPGS_16.4.0,31.46435045,157.61709857,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,31°44'30.95"N,70°55'57.04"E,32°47'41.86"N,69°44'28.32"E,32°45'25.49"N,72°10'04.30"E,30°42'20.16"N,69°43'29.03"E,30°40'14.41"N,72°05'51.47"E, 31.74193,  70.93251, 32.79496,  69.74120, 32.75708,  72.16786, 30.70560,  69.72473, 30.67067,  72.09763,LC09_L2SP_151038_20241216_20241217_02_T1,LC91510382024351LGN00
LC09_L2SP_151039_20241216_20241217_02_T1,LC09_L1TP_151039_20241216_20241216_02_T1,LC91510392024351LGN00,2024/12/16,T1,2, 151, 039, 151, 039,NADIR,   0.000,2024/12/17,2024/12/16,2024-12-16 05:49:14,2024-12-16 05:49:46,LGN,DAY,   0.01,   0.01,623,5,    6.782,    4.628,    4.957,LPGS_16.4.0,32.69587988,156.98507894,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,30°18'22.07"N,70°33'05.15"E,31°21'24.34"N,69°22'12.36"E,31°19'39.14"N,71°45'46.26"E,29°15'50.72"N,69°21'44.35"E,29°14'13.99"N,71°42'17.46"E, 30.30613,  70.55143, 31.35676,  69.37010, 31.32754,  71.76285, 29.26409,  69.36232, 29.23722,  71.70485,LC09_L2SP_151039_20241216_20241217_02_T1,LC91510392024351LGN00
LC09_L2SP_151040_20241216_20241217_02_T1,LC09_L1TP_151040_20241216_20241216_02_T1,LC91510402024351LGN00,2024/12/16,T1,2, 151, 040, 151, 040,NADIR,   0.000,2024/12/17,2024/12/16,2024-12-16 05:49:38,2024-12-16 05:50:10,LGN,DAY,   0.37,   0.37,636,5,    6.415,    4.431,    4.639,LPGS_16.4.0,33.92111281,156.33240872,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,28°52'08.83"N,70°10'42.42"E,29°55'01.56"N,69°00'37.30"E,29°53'45.02"N,71°22'06.31"E,27°49'16.46"N,69°00'36.54"E,27°48'06.19"N,71°19'17.11"E, 28.86912,  70.17845, 29.91710,  69.01036, 29.89584,  71.36842, 27.82124,  69.01015, 27.80172,  71.32142,LC09_L2SP_151040_20241216_20241217_02_T1,LC91510402024351LGN00
LC09_L2SP_151041_20241216_20241217_02_T1,LC09_L1TP_151041_20241216_20241216_02_T1,LC91510412024351LGN00,2024/12/16,T1,2, 151, 041, 151, 041,NADIR,   0.000,2024/12/17,2024/12/16,2024-12-16 05:50:02,2024-12-16 05:50:33,LGN,DAY,  14.15,  14.15,529,5,    7.045,    4.524,    5.401,LPGS_16.4.0,35.13925321,155.65682724,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,27°25'52.36"N,69°48'46.19"E,28°28'43.93"N,68°39'16.92"E,28°27'53.28"N,70°59'11.58"E,26°22'47.60"N,68°39'40.21"E,26°22'01.27"N,70°56'57.70"E, 27.43121,  69.81283, 28.47887,  68.65470, 28.46480,  70.98655, 26.37989,  68.66117, 26.36702,  70.94936,LC09_L2SP_151041_20241216_20241217_02_T1,LC91510412024351LGN00
LC09_L2SP_151042_20241216_20241217_02_T1,LC09_L1TP_151042_20241216_20241216_02_T1,LC91510422024351LGN00,2024/12/16,T1,2, 151, 042, 151, 042,NADIR,   0.000,2024/12/17,2024/12/16,2024-12-16 05:50:26,2024-12-16 05:50:57,LGN,DAY,   3.11,   3.11,452,5,    7.293,    4.842,    5.454,LPGS_16.4.0,36.34964025,154.95607978,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,25°59'33.14"N,69°27'14.26"E,27°02'12.44"N,68°18'19.19"E,27°01'45.48"N,70°36'35.71"E,24°56'15"N,68°19'03.25"E,24°55'50.41"N,70°34'53.72"E, 25.99254,  69.45396, 27.03679,  68.30533, 27.02930,  70.60992, 24.93750,  68.31757, 24.93067,  70.58159,LC09_L2SP_151042_20241216_20241217_02_T1,LC91510422024351LGN00
LC09_L2SP_151043_20241216_20241217_02_T1,LC09_L1TP_151043_20241216_20241216_02_T1,LC91510432024351LGN00,2024/12/16,T1,2, 151, 043, 151, 043,NADIR,   0.000,2024/12/17,2024/12/16,2024-12-16 05:50:50,2024-12-16 05:51:21,LGN,DAY,   2.14,   2.13,457,5,    7.325,    5.313,    5.043,LPGS_16.4.0,37.55171933,154.22786922,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,24°33'11.09"N,69°06'04.82"E,25°35'47.11"N,67°57'40.93"E,25°35'41.46"N,70°14'26.70"E,23°29'39.12"N,67°58'42.74"E,23°29'33.97"N,70°13'12.86"E, 24.55308,  69.10134, 25.59642,  67.96137, 25.59485,  70.24075, 23.49420,  67.97854, 23.49277,  70.22024,LC09_L2SP_151043_20241216_20241217_02_T1,LC91510432024351LGN00
LC08_L2SP_150035_20241217_20241227_02_T1,LC08_L1TP_150035_20241217_20241227_02_T1,LC81500352024352LGN00,2024/12/17,T1,2, 150, 035, 150, 035,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-17 05:41:20,2024-12-17 05:41:51,LGN,DAY,  14.67,  14.67,366,5,    9.128,    6.686,    6.215,LPGS_16.4.0,27.66239472,159.29120181,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,36°02'36.06"N,73°41'49.27"E,37°05'07.87"N,72°22'06.64"E,37°06'53.03"N,74°59'27.60"E,34°57'03.42"N,72°26'18.89"E,34°58'40.69"N,74°59'28.46"E, 36.04335,  73.69702, 37.08552,  72.36851, 37.11473,  74.99100, 34.95095,  72.43858, 34.97797,  74.99124,LC08_L2SP_150035_20241217_20241227_02_T1,LC81500352024352LGN00
LC08_L2SP_150036_20241217_20241227_02_T1,LC08_L1TP_150036_20241217_20241227_02_T1,LC81500362024352LGN00,2024/12/17,T1,2, 150, 036, 150, 036,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-17 05:41:43,2024-12-17 05:42:15,LGN,DAY,   6.51,   6.51,553,5,    7.701,    5.251,    5.632,LPGS_16.4.0,28.90901385,158.70810701,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,34°36'39.06"N,73°17'13.42"E,35°38'55.36"N,71°58'33.24"E,35°41'09.13"N,74°33'12.64"E,33°30'51.62"N,72°03'08.32"E,33°32'55.21"N,74°33'53.32"E, 34.61085,  73.28706, 35.64871,  71.97590, 35.68587,  74.55351, 33.51434,  72.05231, 33.54867,  74.56481,LC08_L2SP_150036_20241217_20241227_02_T1,LC81500362024352LGN00
LC08_L2SP_150037_20241217_20241227_02_T1,LC08_L1TP_150037_20241217_20241227_02_T1,LC81500372024352LGN00,2024/12/17,T1,2, 150, 037, 150, 037,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-17 05:42:07,2024-12-17 05:42:39,LGN,DAY,   8.91,   8.91,521,5,    8.089,    5.194,    6.202,LPGS_16.4.0,30.15080125,158.11067792,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,33°10'36.70"N,72°53'15.14"E,34°12'49.46"N,71°35'42.90"E,34°15'28.58"N,74°07'40.19"E,32°04'37.02"N,71°40'36.80"E,32°07'03.76"N,74°08'55.64"E, 33.17686,  72.88754, 34.21374,  71.59525, 34.25794,  74.12783, 32.07695,  71.67689, 32.11771,  74.14879,LC08_L2SP_150037_20241217_20241227_02_T1,LC81500372024352LGN00
LC08_L2SP_150038_20241217_20241227_02_T1,LC08_L1TP_150038_20241217_20241227_02_T1,LC81500382024352LGN00,2024/12/17,T1,2, 150, 038, 150, 038,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-17 05:42:31,2024-12-17 05:43:03,LGN,DAY,   0.16,   0.16,413,5,    8.530,    6.151,    5.910,LPGS_16.4.0,31.38653307,157.49708201,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,31°44'32.35"N,72°29'51.79"E,32°46'40.84"N,71°13'19.70"E,32°49'42.31"N,73°42'45.36"E,30°38'20.04"N,71°18'28.80"E,30°41'07.04"N,73°44'30.95"E, 31.74232,  72.49772, 32.77801,  71.22214, 32.82842,  73.71260, 30.63890,  71.30800, 30.68529,  73.74193,LC08_L2SP_150038_20241217_20241227_02_T1,LC81500382024352LGN00
LC08_L2SP_150039_20241217_20241227_02_T1,LC08_L1TP_150039_20241217_20241227_02_T1,LC81500392024352LGN00,2024/12/17,T1,2, 150, 039, 150, 039,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-17 05:42:55,2024-12-17 05:43:27,LGN,DAY,   0.05,   0.05,349,5,    8.136,    5.870,    5.633,LPGS_16.4.0,32.61657081,156.86474118,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,30°18'22.72"N,72°06'59.33"E,31°20'20.80"N,70°51'31.57"E,31°23'41.53"N,73°18'35.24"E,29°12'01.62"N,70°56'51.83"E,29°15'05.94"N,73°20'46.32"E, 30.30631,  72.11648, 31.33911,  70.85877, 31.39487,  73.30979, 29.20045,  70.94773, 29.25165,  73.34620,LC08_L2SP_150039_20241217_20241227_02_T1,LC81500392024352LGN00
LC08_L2SP_150040_20241217_20241227_02_T1,LC08_L1TP_150040_20241217_20241227_02_T1,LC81500402024352LGN00,2024/12/17,T1,2, 150, 040, 150, 040,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-17 05:43:19,2024-12-17 05:43:51,LGN,DAY,  23.52,  23.52,528,5,    7.399,    5.388,    5.071,LPGS_16.4.0,33.84012487,156.21187334,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,28°52'09.48"N,71°44'36.31"E,29°55'25.03"N,70°36'05.80"E,29°52'28.20"N,72°56'19.03"E,27°50'31.52"N,70°34'11.93"E,27°47'49.20"N,72°51'39.74"E, 28.86930,  71.74342, 29.92362,  70.60161, 29.87450,  72.93862, 27.84209,  70.56998, 27.79700,  72.86104,LC08_L2SP_150040_20241217_20241227_02_T1,LC81500402024352LGN00
LC08_L2SP_157039_20241218_20241227_02_T1,LC08_L1TP_157039_20241218_20241227_02_T1,LC81570392024353LGN00,2024/12/18,T1,2, 157, 039, 157, 039,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-18 06:26:11,2024-12-18 06:26:43,LGN,DAY,   0.65,   0.65,613,5,    7.028,    4.102,    5.706,LPGS_16.4.0,32.54668389,156.75000587,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,30°18'21.71"N,61°18'02.12"E,31°20'43.08"N,60°03'43.96"E,31°22'40.69"N,62°29'57.88"E,29°13'02.75"N,60°07'29.96"E,29°14'50.78"N,62°30'36.47"E, 30.30603,  61.30059, 31.34530,  60.06221, 31.37797,  62.49941, 29.21743,  60.12499, 29.24744,  62.51013,LC08_L2SP_157039_20241218_20241227_02_T1,LC81570392024353LGN00
LC08_L2SP_157041_20241218_20241227_02_T1,LC08_L1TP_157041_20241218_20241227_02_T1,LC81570412024353LGN00,2024/12/18,T1,2, 157, 041, 157, 041,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-18 06:26:59,2024-12-18 06:27:31,LGN,DAY,   0.01,   0.01,753,5,    6.913,    4.026,    5.620,LPGS_16.4.0,34.98336584,155.42097530,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,27°25'52.36"N,60°33'42.37"E,28°28'05.74"N,59°21'09.07"E,28°30'40.39"N,61°43'21.54"E,26°20'08.09"N,59°25'19.06"E,26°22'29.32"N,61°44'49.31"E, 27.43121,  60.56177, 28.46826,  59.35252, 28.51122,  61.72265, 26.33558,  59.42196, 26.37481,  61.74703,LC08_L2SP_157041_20241218_20241227_02_T1,LC81570412024353LGN00
LC08_L2SP_157042_20241218_20241227_02_T1,LC08_L1TP_157042_20241218_20241227_02_T1,LC81570422024353LGN00,2024/12/18,T1,2, 157, 042, 157, 042,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-18 06:27:23,2024-12-18 06:27:54,LGN,DAY,  14.13,  16.38,729,5,    7.054,    4.363,    5.543,LPGS_16.4.0,36.19037621,154.72001281,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,25°59'33.18"N,60°12'10.30"E,27°01'40.30"N,59°00'27.32"E,27°04'29.35"N,61°20'45.85"E,24°53'44.12"N,59°04'44.47"E,24°56'17.99"N,61°22'32.66"E, 25.99255,  60.20286, 27.02786,  59.00759, 27.07482,  61.34607, 24.89559,  59.07902, 24.93833,  61.37574,LC08_L2SP_157042_20241218_20241227_02_T1,LC81570422024353LGN00
LC09_L2SP_149035_20241218_20241219_02_T1,LC09_L1TP_149035_20241218_20241218_02_T1,LC91490352024353LGN00,2024/12/18,T1,2, 149, 035, 149, 035,NADIR,  -0.001,2024/12/19,2024/12/18,2024-12-18 05:35:17,2024-12-18 05:35:49,LGN,DAY,  98.08,  98.08,126,5,    9.198,    6.832,    6.158,LPGS_16.4.0,27.60392536,159.19342212,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,36°02'36.02"N,75°13'09.08"E,37°05'27.31"N,73°55'27.44"E,37°05'09.82"N,76°31'12.18"E,34°58'43.90"N,73°57'09.50"E,34°58'27.70"N,76°28'48"E, 36.04334,  75.21919, 37.09092,  73.92429, 37.08606,  76.52005, 34.97886,  73.95264, 34.97436,  76.48000,LC09_L2SP_149035_20241218_20241219_02_T1,LC91490352024353LGN00
LC09_L2SP_149036_20241218_20241219_02_T1,LC09_L1TP_149036_20241218_20241218_02_T1,LC91490362024353LGN00,2024/12/18,T1,2, 149, 036, 149, 036,NADIR,  -0.001,2024/12/19,2024/12/18,2024-12-18 05:35:41,2024-12-18 05:36:13,LGN,DAY, 100.00, 100.00,90,5,    9.748,    7.071,    6.710,LPGS_16.4.0,28.84957017,158.61019062,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,34°36'37.91"N,74°48'33.41"E,35°39'21.89"N,73°31'46.63"E,35°39'36.72"N,76°04'53.76"E,33°32'18.35"N,73°33'59.33"E,33°32'32.06"N,76°03'16.13"E, 34.61053,  74.80928, 35.65608,  73.52962, 35.66020,  76.08160, 33.53843,  73.56648, 33.54224,  76.05448,LC09_L2SP_149036_20241218_20241219_02_T1,LC91490362024353LGN00
LC09_L2SP_149037_20241218_20241219_02_T1,LC09_L1TP_149037_20241218_20241218_02_T1,LC91490372024353LGN00,2024/12/18,T1,2, 149, 037, 149, 037,NADIR,   0.001,2024/12/19,2024/12/18,2024-12-18 05:36:05,2024-12-18 05:36:37,LGN,DAY,  99.98,  99.98,272,5,    8.039,    5.703,    5.667,LPGS_16.4.0,30.08977712,158.01308682,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,33°10'37.09"N,74°24'36.65"E,34°13'12"N,73°08'52.69"E,34°13'56.03"N,75°39'20.99"E,32°06'08.10"N,73°11'31.13"E,32°06'48.74"N,75°38'24.86"E, 33.17697,  74.41018, 34.22000,  73.14797, 34.23223,  75.65583, 32.10225,  73.19198, 32.11354,  75.64024,LC09_L2SP_149037_20241218_20241219_02_T1,LC91490372024353LGN00
LC09_L2SP_149038_20241218_20241219_02_T1,LC09_L1TP_149038_20241218_20241218_02_T1,LC91490382024353LGN00,2024/12/18,T1,2, 149, 038, 149, 038,NADIR,   0.000,2024/12/19,2024/12/18,2024-12-18 05:36:29,2024-12-18 05:37:01,LGN,DAY,  51.57,  51.57,308,5,    8.545,    5.873,    6.207,LPGS_16.4.0,31.32441206,157.39930474,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,43,WGS84,WGS84,31°44'31.92"N,74°01'13.22"E,32°46'57.86"N,72°46'17.69"E,32°48'08.39"N,75°14'40.56"E,30°39'44.24"N,72°49'18.41"E,30°40'49.19"N,75°14'20.69"E, 31.74220,  74.02034, 32.78274,  72.77158, 32.80233,  75.24460, 30.66229,  72.82178, 30.68033,  75.23908,LC09_L2SP_149038_20241218_20241219_02_T1,LC91490382024353LGN00
LC08_L2SP_148036_20241219_20241227_02_T1,LC08_L1TP_148036_20241219_20241227_02_T1,LC81480362024354LGN00,2024/12/19,T1,2, 148, 036, 148, 036,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-19 05:29:22,2024-12-19 05:29:54,LGN,DAY,  12.10,  12.10,319,5,    9.390,    6.343,    6.923,LPGS_16.4.0,28.78883966,158.48339144,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,34°36'38.52"N,76°22'28.38"E,35°39'44.24"N,75°07'37.42"E,35°37'59.12"N,77°39'17.21"E,33°33'46.44"N,75°07'26.04"E,33°32'09.20"N,77°35'19.90"E, 34.61070,  76.37455, 35.66229,  75.12706, 35.63309,  77.65478, 33.56290,  75.12390, 33.53589,  77.58886,LC08_L2SP_148036_20241219_20241227_02_T1,LC81480362024354LGN00
